season,season_type,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PIE,source
2025-26,Regular Season,,Dalton Knecht,,,,10.0,,,,182.0,,,,,,,,,,,,0.514,17.5,,,basketball-reference
2025-26,Regular Season,,Egor Demin,,,,9.0,,,,181.0,,,,,,,,,,,,0.531,15.4,,,basketball-reference
2025-26,Regular Season,,Keon Ellis,,,,10.0,,,,180.0,,,,,,,,,,,,0.609,13.4,,,basketball-reference
2025-26,Regular Season,,Sandro Mamukelashvili,,,,10.0,,,,178.0,,,,,,,,,,,,0.705,17.4,,,basketball-reference
2025-26,Regular Season,,Oso Ighodaro,,,,11.0,,,,177.0,,,,,,,,,,,,0.466,13.7,,,basketball-reference
2025-26,Regular Season,,Steven Adams,,,,8.0,,,,177.0,,,,,,,,,,,,0.684,11.3,,,basketball-reference
2025-26,Regular Season,,Quinten Post,,,,11.0,,,,176.0,,,,,,,,,,,,0.612,15.5,,,basketball-reference
2025-26,Regular Season,,Jamal Shead,,,,10.0,,,,174.0,,,,,,,,,,,,0.591,15.7,,,basketball-reference
2025-26,Regular Season,,Craig Porter Jr.,,,,11.0,,,,169.0,,,,,,,,,,,,0.548,12.0,,,basketball-reference
2025-26,Regular Season,,Taurean Prince,,,,8.0,,,,169.0,,,,,,,,,,,,0.623,11.2,,,basketball-reference
2025-26,Regular Season,,Collin Murray-Boyles,,,,8.0,,,,168.0,,,,,,,,,,,,0.558,18.2,,,basketball-reference
2025-26,Regular Season,,Ziaire Williams,,,,8.0,,,,168.0,,,,,,,,,,,,0.593,18.5,,,basketball-reference
2025-26,Regular Season,,Jose Alvarado,,,,9.0,,,,167.0,,,,,,,,,,,,0.628,13.8,,,basketball-reference
2025-26,Regular Season,,Andre Drummond,,,,9.0,,,,167.0,,,,,,,,,,,,0.627,12.9,,,basketball-reference
2025-26,Regular Season,,Walter Clayton,,,,10.0,,,,166.0,,,,,,,,,,,,0.546,16.7,,,basketball-reference
2025-26,Regular Season,,Jalen Suggs,,,,8.0,,,,166.0,,,,,,,,,,,,0.747,22.0,,,basketball-reference
2025-26,Regular Season,,Brandon Williams,,,,9.0,,,,165.0,,,,,,,,,,,,0.528,25.5,,,basketball-reference
2025-26,Regular Season,,Landry Shamet,,,,9.0,,,,163.0,,,,,,,,,,,,0.604,14.4,,,basketball-reference
2025-26,Regular Season,,Nicolas Batum,,,,10.0,,,,162.0,,,,,,,,,,,,0.392,11.5,,,basketball-reference
2025-26,Regular Season,,Miles McBride,,,,7.0,,,,162.0,,,,,,,,,,,,0.531,15.2,,,basketball-reference
2025-26,Regular Season,,Marvin Bagley III,,,,11.0,,,,161.0,,,,,,,,,,,,0.693,17.7,,,basketball-reference
2025-26,Regular Season,,Jalen Smith,,,,10.0,,,,160.0,,,,,,,,,,,,0.618,24.1,,,basketball-reference
2025-26,Regular Season,,Brook Lopez,,,,10.0,,,,159.0,,,,,,,,,,,,0.541,21.7,,,basketball-reference
2025-26,Regular Season,,Day'Ron Sharpe,,,,10.0,,,,159.0,,,,,,,,,,,,0.698,18.4,,,basketball-reference
2025-26,Regular Season,,Drew Eubanks,,,,10.0,,,,158.0,,,,,,,,,,,,0.603,17.1,,,basketball-reference
2025-26,Regular Season,,Keaton Wallace,,,,10.0,,,,158.0,,,,,,,,,,,,0.623,13.3,,,basketball-reference
2025-26,Regular Season,,Trendon Watford,,,,7.0,,,,158.0,,,,,,,,,,,,0.67,16.2,,,basketball-reference
2025-26,Regular Season,,Zion Williamson,,,,5.0,,,,157.0,,,,,,,,,,,,0.553,32.3,,,basketball-reference
2025-26,Regular Season,,Jalen Wilson,,,,9.0,,,,156.0,,,,,,,,,,,,0.552,15.7,,,basketball-reference
2025-26,Regular Season,,Gradey Dick,,,,10.0,,,,155.0,,,,,,,,,,,,0.578,18.8,,,basketball-reference
2025-26,Regular Season,,Will Richard,,,,9.0,,,,155.0,,,,,,,,,,,,0.738,18.3,,,basketball-reference
2025-26,Regular Season,,Walker Kessler,,,,5.0,,,,154.0,,,,,,,,,,,,0.786,16.3,,,basketball-reference
2025-26,Regular Season,,Adem Bona,,,,10.0,,,,153.0,,,,,,,,,,,,0.475,8.1,,,basketball-reference
2025-26,Regular Season,,RayJ Dennis,,,,9.0,,,,153.0,,,,,,,,,,,,0.397,21.0,,,basketball-reference
2025-26,Regular Season,,Jay Huff,,,,10.0,,,,152.0,,,,,,,,,,,,0.505,16.5,,,basketball-reference
2025-26,Regular Season,,Larry Nance Jr.,,,,9.0,,,,150.0,,,,,,,,,,,,0.416,14.7,,,basketball-reference
2025-26,Regular Season,,Al Horford,,,,7.0,,,,150.0,,,,,,,,,,,,0.453,15.3,,,basketball-reference
2025-26,Regular Season,,Alex Caruso,,,,7.0,,,,149.0,,,,,,,,,,,,0.48,13.5,,,basketball-reference
2025-26,Regular Season,,Anthony Davis,,,,5.0,,,,149.0,,,,,,,,,,,,0.587,28.0,,,basketball-reference
2025-26,Regular Season,,Taylor Hendricks,,,,9.0,,,,148.0,,,,,,,,,,,,0.46,13.4,,,basketball-reference
2025-26,Regular Season,,Jordan Clarkson,,,,9.0,,,,147.0,,,,,,,,,,,,0.571,22.6,,,basketball-reference
2025-26,Regular Season,,Isaiah Joe,,,,6.0,,,,147.0,,,,,,,,,,,,0.638,22.4,,,basketball-reference
2025-26,Regular Season,,Jaylen Clark,,,,9.0,,,,145.0,,,,,,,,,,,,0.583,13.1,,,basketball-reference
2025-26,Regular Season,,Dillon Brooks,,,,5.0,,,,145.0,,,,,,,,,,,,0.525,28.5,,,basketball-reference
2025-26,Regular Season,,Jaxson Hayes,,,,8.0,,,,142.0,,,,,,,,,,,,0.698,10.0,,,basketball-reference
2025-26,Regular Season,,Joel Embiid,,,,6.0,,,,140.0,,,,,,,,,,,,0.576,34.6,,,basketball-reference
2025-26,Regular Season,,Dylan Harper,,,,6.0,,,,140.0,,,,,,,,,,,,0.584,25.2,,,basketball-reference
2025-26,Regular Season,,Trae Young,,,,5.0,,,,139.0,,,,,,,,,,,,0.511,29.6,,,basketball-reference
2025-26,Regular Season,,Tyus Jones,,,,11.0,,,,137.0,,,,,,,,,,,,0.37,9.7,,,basketball-reference
2025-26,Regular Season,,Jakob Poeltl,,,,6.0,,,,137.0,,,,,,,,,,,,0.622,14.4,,,basketball-reference
2025-26,Regular Season,,Vit Krejci,,,,7.0,,,,136.0,,,,,,,,,,,,0.671,18.2,,,basketball-reference
2025-26,Regular Season,,Caris LeVert,,,,7.0,,,,136.0,,,,,,,,,,,,0.566,17.5,,,basketball-reference
2025-26,Regular Season,,Jordan Hawkins,,,,9.0,,,,135.0,,,,,,,,,,,,0.346,16.3,,,basketball-reference
2025-26,Regular Season,,Luka Garza,,,,10.0,,,,134.0,,,,,,,,,,,,0.621,16.6,,,basketball-reference
2025-26,Regular Season,,Jabari Walker,,,,10.0,,,,134.0,,,,,,,,,,,,0.51,12.3,,,basketball-reference
2025-26,Regular Season,,Tony Bradley,,,,10.0,,,,131.0,,,,,,,,,,,,0.64,13.4,,,basketball-reference
2025-26,Regular Season,,Nique Clifford,,,,6.0,,,,130.0,,,,,,,,,,,,0.474,12.5,,,basketball-reference
2025-26,Regular Season,,Ochai Agbaji,,,,9.0,,,,125.0,,,,,,,,,,,,0.421,10.6,,,basketball-reference
2025-26,Regular Season,,Hugo González,,,,9.0,,,,123.0,,,,,,,,,,,,0.51,10.9,,,basketball-reference
2025-26,Regular Season,,Bradley Beal,,,,6.0,,,,121.0,,,,,,,,,,,,0.476,22.2,,,basketball-reference
2025-26,Regular Season,,Daniel Gafford,,,,6.0,,,,121.0,,,,,,,,,,,,0.664,15.0,,,basketball-reference
2025-26,Regular Season,,Jordan Goodwin,,,,8.0,,,,119.0,,,,,,,,,,,,0.461,17.7,,,basketball-reference
2025-26,Regular Season,,Brice Sensabaugh,,,,9.0,,,,118.0,,,,,,,,,,,,0.56,23.0,,,basketball-reference
2025-26,Regular Season,,Yves Missi,,,,5.0,,,,116.0,,,,,,,,,,,,0.671,13.5,,,basketball-reference
2025-26,Regular Season,,Terrence Shannon Jr.,,,,7.0,,,,115.0,,,,,,,,,,,,0.434,13.8,,,basketball-reference
2025-26,Regular Season,,John Konchar,,,,9.0,,,,114.0,,,,,,,,,,,,0.786,8.2,,,basketball-reference
2025-26,Regular Season,,Amir Coffey,,,,11.0,,,,113.0,,,,,,,,,,,,0.49,6.5,,,basketball-reference
2025-26,Regular Season,,Jonas Valančiūnas,,,,9.0,,,,113.0,,,,,,,,,,,,0.62,27.4,,,basketball-reference
2025-26,Regular Season,,Rob Dillingham,,,,9.0,,,,107.0,,,,,,,,,,,,0.472,25.1,,,basketball-reference
2025-26,Regular Season,,Nick Richards,,,,11.0,,,,106.0,,,,,,,,,,,,0.632,18.0,,,basketball-reference
2025-26,Regular Season,,Jaden Hardy,,,,10.0,,,,105.0,,,,,,,,,,,,0.512,20.7,,,basketball-reference
2025-26,Regular Season,,Tyrese Proctor,,,,9.0,,,,104.0,,,,,,,,,,,,0.523,17.6,,,basketball-reference
2025-26,Regular Season,,Chris Paul,,,,8.0,,,,103.0,,,,,,,,,,,,0.354,14.0,,,basketball-reference
2025-26,Regular Season,,Quenton Jackson,,,,5.0,,,,101.0,,,,,,,,,,,,0.657,20.2,,,basketball-reference
2025-26,Regular Season,,Bones Hyland,,,,10.0,,,,100.0,,,,,,,,,,,,0.639,19.1,,,basketball-reference
2025-26,Regular Season,,Liam McNeeley,,,,8.0,,,,100.0,,,,,,,,,,,,0.521,14.8,,,basketball-reference
2025-26,Regular Season,,Javon Small,,,,8.0,,,,99.0,,,,,,,,,,,,0.525,16.9,,,basketball-reference
2025-26,Regular Season,,Blake Wesley,,,,6.0,,,,98.0,,,,,,,,,,,,0.469,18.1,,,basketball-reference
2025-26,Regular Season,,Vince Williams Jr.,,,,6.0,,,,98.0,,,,,,,,,,,,0.567,17.6,,,basketball-reference
2025-26,Regular Season,,Dwight Powell,,,,10.0,,,,96.0,,,,,,,,,,,,0.693,10.7,,,basketball-reference
2025-26,Regular Season,,Bilal Coulibaly,,,,4.0,,,,95.0,,,,,,,,,,,,0.48,23.2,,,basketball-reference
2025-26,Regular Season,,Ben Saraf,,,,6.0,,,,94.0,,,,,,,,,,,,0.356,17.1,,,basketball-reference
2025-26,Regular Season,,Justin Edwards,,,,8.0,,,,92.0,,,,,,,,,,,,0.516,15.1,,,basketball-reference
2025-26,Regular Season,,Jordan Walsh,,,,7.0,,,,92.0,,,,,,,,,,,,0.625,10.2,,,basketball-reference
2025-26,Regular Season,,Justin Champagnie,,,,10.0,,,,91.0,,,,,,,,,,,,0.507,13.4,,,basketball-reference
2025-26,Regular Season,,Bogdan Bogdanović,,,,4.0,,,,91.0,,,,,,,,,,,,0.438,17.3,,,basketball-reference
2025-26,Regular Season,,Clint Capela,,,,9.0,,,,89.0,,,,,,,,,,,,0.709,13.7,,,basketball-reference
2025-26,Regular Season,,Bronny James,,,,7.0,,,,89.0,,,,,,,,,,,,0.431,12.5,,,basketball-reference
2025-26,Regular Season,,Jeremiah Robinson-Earl,,,,5.0,,,,87.0,,,,,,,,,,,,0.392,16.2,,,basketball-reference
2025-26,Regular Season,,Nick Smith Jr.,,,,5.0,,,,87.0,,,,,,,,,,,,0.537,22.8,,,basketball-reference
2025-26,Regular Season,,Cam Christie,,,,7.0,,,,86.0,,,,,,,,,,,,0.588,19.0,,,basketball-reference
2025-26,Regular Season,,Nigel Hayes-Davis,,,,10.0,,,,85.0,,,,,,,,,,,,0.5,11.4,,,basketball-reference
2025-26,Regular Season,,Paul Reed,,,,9.0,,,,85.0,,,,,,,,,,,,0.65,17.5,,,basketball-reference
2025-26,Regular Season,,Tidjane Salaün,,,,7.0,,,,83.0,,,,,,,,,,,,0.508,12.3,,,basketball-reference
2025-26,Regular Season,,Pat Spencer,,,,7.0,,,,83.0,,,,,,,,,,,,0.42,19.8,,,basketball-reference
2025-26,Regular Season,,Jonathan Isaac,,,,10.0,,,,82.0,,,,,,,,,,,,0.489,14.0,,,basketball-reference
2025-26,Regular Season,,Caleb Martin,,,,9.0,,,,82.0,,,,,,,,,,,,0.394,10.6,,,basketball-reference
2025-26,Regular Season,,Obi Toppin,,,,3.0,,,,82.0,,,,,,,,,,,,0.526,22.5,,,basketball-reference
2025-26,Regular Season,,Ousmane Dieng,,,,8.0,,,,81.0,,,,,,,,,,,,0.302,11.7,,,basketball-reference
2025-26,Regular Season,,Daniss Jenkins,,,,6.0,,,,81.0,,,,,,,,,,,,0.612,19.8,,,basketball-reference
2025-26,Regular Season,,Gary Payton II,,,,10.0,,,,80.0,,,,,,,,,,,,0.525,13.3,,,basketball-reference
2025-26,Regular Season,,Kevon Looney,,,,5.0,,,,80.0,,,,,,,,,,,,0.381,14.6,,,basketball-reference
2025-26,Regular Season,,Andrew Nembhard,,,,3.0,,,,80.0,,,,,,,,,,,,0.432,26.7,,,basketball-reference
2025-26,Regular Season,,Guerschon Yabusele,,,,8.0,,,,79.0,,,,,,,,,,,,0.357,14.9,,,basketball-reference
2025-26,Regular Season,,Ja'Kobe Walter,,,,7.0,,,,77.0,,,,,,,,,,,,0.428,14.8,,,basketball-reference
2025-26,Regular Season,,Moussa Cisse,,,,7.0,,,,75.0,,,,,,,,,,,,0.637,14.8,,,basketball-reference
2025-26,Regular Season,,Jordan McLaughlin,,,,8.0,,,,74.0,,,,,,,,,,,,0.553,15.7,,,basketball-reference
2025-26,Regular Season,,Trayce Jackson-Davis,,,,7.0,,,,74.0,,,,,,,,,,,,0.575,15.6,,,basketball-reference
2025-26,Regular Season,,Darius Garland,,,,3.0,,,,73.0,,,,,,,,,,,,0.493,24.7,,,basketball-reference
2025-26,Regular Season,,Bennedict Mathurin,,,,2.0,,,,73.0,,,,,,,,,,,,0.73,26.1,,,basketball-reference
2025-26,Regular Season,,Gabe Vincent,,,,3.0,,,,72.0,,,,,,,,,,,,0.384,9.7,,,basketball-reference
2025-26,Regular Season,,Baylor Scheierman,,,,8.0,,,,70.0,,,,,,,,,,,,0.804,8.2,,,basketball-reference
2025-26,Regular Season,,Micah Peavy,,,,6.0,,,,70.0,,,,,,,,,,,,0.302,13.2,,,basketball-reference
2025-26,Regular Season,,Luke Kornet,,,,3.0,,,,70.0,,,,,,,,,,,,0.714,14.2,,,basketball-reference
2025-26,Regular Season,,Karlo Matković,,,,8.0,,,,68.0,,,,,,,,,,,,0.679,17.7,,,basketball-reference
2025-26,Regular Season,,Jeremy Sochan,,,,4.0,,,,68.0,,,,,,,,,,,,0.627,16.0,,,basketball-reference
2025-26,Regular Season,,De'Aaron Fox,,,,2.0,,,,67.0,,,,,,,,,,,,0.704,25.4,,,basketball-reference
2025-26,Regular Season,,Mitchell Robinson,,,,4.0,,,,66.0,,,,,,,,,,,,0.648,10.9,,,basketball-reference
2025-26,Regular Season,,Tyler Kolek,,,,9.0,,,,65.0,,,,,,,,,,,,0.457,18.4,,,basketball-reference
2025-26,Regular Season,,Taelon Peter,,,,7.0,,,,65.0,,,,,,,,,,,,0.392,12.5,,,basketball-reference
2025-26,Regular Season,,Kevin Love,,,,5.0,,,,65.0,,,,,,,,,,,,0.571,14.7,,,basketball-reference
2025-26,Regular Season,,Chris Boucher,,,,6.0,,,,64.0,,,,,,,,,,,,0.377,13.9,,,basketball-reference
2025-26,Regular Season,,KJ Simpson,,,,4.0,,,,63.0,,,,,,,,,,,,0.528,19.6,,,basketball-reference
2025-26,Regular Season,,Elijah Harkless,,,,5.0,,,,62.0,,,,,,,,,,,,0.492,10.6,,,basketball-reference
2025-26,Regular Season,,Will Riley,,,,8.0,,,,61.0,,,,,,,,,,,,0.458,14.6,,,basketball-reference
2025-26,Regular Season,,Chaz Lanier,,,,7.0,,,,61.0,,,,,,,,,,,,0.475,14.0,,,basketball-reference
2025-26,Regular Season,,Xavier Tillman Sr.,,,,7.0,,,,61.0,,,,,,,,,,,,0.556,13.2,,,basketball-reference
2025-26,Regular Season,,Drake Powell,,,,4.0,,,,61.0,,,,,,,,,,,,0.699,17.0,,,basketball-reference
2025-26,Regular Season,,Gui Santos,,,,10.0,,,,60.0,,,,,,,,,,,,0.535,14.8,,,basketball-reference
2025-26,Regular Season,,Brooks Barnhizer,,,,9.0,,,,60.0,,,,,,,,,,,,0.444,7.2,,,basketball-reference
2025-26,Regular Season,,Duop Reath,,,,7.0,,,,59.0,,,,,,,,,,,,0.833,12.6,,,basketball-reference
2025-26,Regular Season,,Maxime Raynaud,,,,5.0,,,,59.0,,,,,,,,,,,,0.463,16.8,,,basketball-reference
2025-26,Regular Season,,Asa Newell,,,,5.0,,,,58.0,,,,,,,,,,,,0.646,21.4,,,basketball-reference
2025-26,Regular Season,,Julian Phillips,,,,9.0,,,,56.0,,,,,,,,,,,,0.3,12.0,,,basketball-reference
2025-26,Regular Season,,Jamison Battle,,,,8.0,,,,55.0,,,,,,,,,,,,1.0,16.0,,,basketball-reference
2025-26,Regular Season,,Isaiah Livers,,,,6.0,,,,55.0,,,,,,,,,,,,0.547,9.8,,,basketball-reference
2025-26,Regular Season,,Precious Achiuwa,,,,3.0,,,,55.0,,,,,,,,,,,,0.601,14.3,,,basketball-reference
2025-26,Regular Season,,Ariel Hukporti,,,,6.0,,,,54.0,,,,,,,,,,,,0.5,9.9,,,basketball-reference
2025-26,Regular Season,,Kobe Brown,,,,6.0,,,,52.0,,,,,,,,,,,,0.604,10.9,,,basketball-reference
2025-26,Regular Season,,Julian Strawther,,,,6.0,,,,51.0,,,,,,,,,,,,0.523,24.6,,,basketball-reference
2025-26,Regular Season,,Robert Williams,,,,5.0,,,,51.0,,,,,,,,,,,,0.743,8.8,,,basketball-reference
2025-26,Regular Season,,Dereck Lively II,,,,3.0,,,,51.0,,,,,,,,,,,,0.743,12.9,,,basketball-reference
2025-26,Regular Season,,Olivier-Maxence Prosper,,,,8.0,,,,50.0,,,,,,,,,,,,0.766,17.7,,,basketball-reference
2025-26,Regular Season,,Sidy Cissoko,,,,5.0,,,,50.0,,,,,,,,,,,,0.588,8.0,,,basketball-reference
2025-26,Regular Season,,Cody Martin,,,,3.0,,,,50.0,,,,,,,,,,,,0.255,12.6,,,basketball-reference
2025-26,Regular Season,,Dominick Barlow,,,,2.0,,,,50.0,,,,,,,,,,,,0.593,12.8,,,basketball-reference
2025-26,Regular Season,,Chris Youngblood,,,,10.0,,,,49.0,,,,,,,,,,,,0.512,12.9,,,basketball-reference
2025-26,Regular Season,,Jett Howard,,,,7.0,,,,49.0,,,,,,,,,,,,0.4,13.6,,,basketball-reference
2025-26,Regular Season,,Matisse Thybulle,,,,4.0,,,,49.0,,,,,,,,,,,,0.85,10.2,,,basketball-reference
2025-26,Regular Season,,Kyle Anderson,,,,3.0,,,,49.0,,,,,,,,,,,,0.523,19.2,,,basketball-reference
2025-26,Regular Season,,Pat Connaughton,,,,6.0,,,,48.0,,,,,,,,,,,,0.663,15.0,,,basketball-reference
2025-26,Regular Season,,Cody Williams,,,,5.0,,,,48.0,,,,,,,,,,,,0.571,15.2,,,basketball-reference
2025-26,Regular Season,,Carter Bryant,,,,7.0,,,,47.0,,,,,,,,,,,,0.44,20.2,,,basketball-reference
2025-26,Regular Season,,Tristan Vukcevic,,,,8.0,,,,45.0,,,,,,,,,,,,0.536,24.1,,,basketball-reference
2025-26,Regular Season,,Noah Penda,,,,6.0,,,,45.0,,,,,,,,,,,,0.666,13.7,,,basketball-reference
2025-26,Regular Season,,Ryan Nembhard,,,,5.0,,,,45.0,,,,,,,,,,,,0.49,20.8,,,basketball-reference
2025-26,Regular Season,,Bismack Biyombo,,,,5.0,,,,44.0,,,,,,,,,,,,0.5,3.9,,,basketball-reference
2025-26,Regular Season,,Devin Carter,,,,7.0,,,,43.0,,,,,,,,,,,,0.279,14.4,,,basketball-reference
2025-26,Regular Season,,Branden Carlson,,,,7.0,,,,42.0,,,,,,,,,,,,0.563,18.5,,,basketball-reference
2025-26,Regular Season,,Isaiah Collier,,,,2.0,,,,42.0,,,,,,,,,,,,0.609,17.8,,,basketball-reference
2025-26,Regular Season,,Brandon Miller,,,,2.0,,,,40.0,,,,,,,,,,,,0.493,33.6,,,basketball-reference
2025-26,Regular Season,,Spencer Jones,,,,6.0,,,,39.0,,,,,,,,,,,,0.563,13.9,,,basketball-reference
2025-26,Regular Season,,Jalen Pickett,,,,5.0,,,,39.0,,,,,,,,,,,,0.524,14.5,,,basketball-reference
2025-26,Regular Season,,Lindy Waters III,,,,4.0,,,,37.0,,,,,,,,,,,,0.833,10.4,,,basketball-reference
2025-26,Regular Season,,Johnny Furphy,,,,3.0,,,,37.0,,,,,,,,,,,,0.667,9.8,,,basketball-reference
2025-26,Regular Season,,AJ Johnson,,,,7.0,,,,35.0,,,,,,,,,,,,0.298,15.0,,,basketball-reference
2025-26,Regular Season,,Monte Morris,,,,2.0,,,,35.0,,,,,,,,,,,,0.506,12.5,,,basketball-reference
2025-26,Regular Season,,Thomas Bryant,,,,6.0,,,,34.0,,,,,,,,,,,,0.403,18.9,,,basketball-reference
2025-26,Regular Season,,Bobi Klintman,,,,4.0,,,,34.0,,,,,,,,,,,,0.314,20.7,,,basketball-reference
2025-26,Regular Season,,Mac McClung,,,,3.0,,,,34.0,,,,,,,,,,,,0.481,25.7,,,basketball-reference
2025-26,Regular Season,,Jonathan Mogbo,,,,6.0,,,,33.0,,,,,,,,,,,,0.5,8.9,,,basketball-reference
2025-26,Regular Season,,Luke Travers,,,,4.0,,,,33.0,,,,,,,,,,,,0.235,16.9,,,basketball-reference
2025-26,Regular Season,,Dylan Cardwell,,,,3.0,,,,33.0,,,,,,,,,,,,0.363,11.3,,,basketball-reference
2025-26,Regular Season,,Nolan Traoré,,,,3.0,,,,33.0,,,,,,,,,,,,0.354,15.0,,,basketball-reference
2025-26,Regular Season,,Dalen Terry,,,,6.0,,,,31.0,,,,,,,,,,,,0.557,13.3,,,basketball-reference
2025-26,Regular Season,,Malaki Branham,,,,4.0,,,,31.0,,,,,,,,,,,,0.672,18.1,,,basketball-reference
2025-26,Regular Season,,Charles Bassey,,,,2.0,,,,31.0,,,,,,,,,,,,0.376,13.8,,,basketball-reference
2025-26,Regular Season,,Jalen Green,,,,2.0,,,,30.0,,,,,,,,,,,,0.615,38.0,,,basketball-reference
2025-26,Regular Season,,Joan Beringer,,,,7.0,,,,29.0,,,,,,,,,,,,0.806,13.9,,,basketball-reference
2025-26,Regular Season,,Yang Hansen,,,,5.0,,,,29.0,,,,,,,,,,,,0.387,19.8,,,basketball-reference
2025-26,Regular Season,,Rasheer Fleming,,,,6.0,,,,28.0,,,,,,,,,,,,0.417,18.0,,,basketball-reference
2025-26,Regular Season,,Khaman Maluach,,,,6.0,,,,28.0,,,,,,,,,,,,0.646,18.8,,,basketball-reference
2025-26,Regular Season,,Jase Richardson,,,,6.0,,,,28.0,,,,,,,,,,,,0.255,13.2,,,basketball-reference
2025-26,Regular Season,,Dario Šarić,,,,3.0,,,,28.0,,,,,,,,,,,,0.425,10.3,,,basketball-reference
2025-26,Regular Season,,Leonard Miller,,,,6.0,,,,27.0,,,,,,,,,,,,0.678,21.1,,,basketball-reference
2025-26,Regular Season,,Jae'Sean Tate,,,,5.0,,,,27.0,,,,,,,,,,,,0.333,15.3,,,basketball-reference
2025-26,Regular Season,,Aaron Holiday,,,,4.0,,,,26.0,,,,,,,,,,,,0.781,19.6,,,basketball-reference
2025-26,Regular Season,,Caleb Love,,,,3.0,,,,26.0,,,,,,,,,,,,0.333,24.1,,,basketball-reference
2025-26,Regular Season,,Jericho Sims,,,,6.0,,,,25.0,,,,,,,,,,,,0.906,6.4,,,basketball-reference
2025-26,Regular Season,,Rayan Rupert,,,,4.0,,,,25.0,,,,,,,,,,,,0.5,9.4,,,basketball-reference
2025-26,Regular Season,,Caleb Houstan,,,,4.0,,,,24.0,,,,,,,,,,,,0.926,9.4,,,basketball-reference
2025-26,Regular Season,,Jared McCain,,,,2.0,,,,24.0,,,,,,,,,,,,0.0,11.9,,,basketball-reference
2025-26,Regular Season,,DeAndre Jordan,,,,2.0,,,,23.0,,,,,,,,,,,,0.765,12.6,,,basketball-reference
2025-26,Regular Season,,Yanic Konan Niederhauser,,,,5.0,,,,22.0,,,,,,,,,,,,0.825,25.3,,,basketball-reference
2025-26,Regular Season,,E.J. Liddell,,,,4.0,,,,22.0,,,,,,,,,,,,0.581,19.6,,,basketball-reference
2025-26,Regular Season,,GG Jackson II,,,,5.0,,,,21.0,,,,,,,,,,,,0.307,19.3,,,basketball-reference
2025-26,Regular Season,,Tyson Etienne,,,,3.0,,,,21.0,,,,,,,,,,,,0.0,11.9,,,basketball-reference
2025-26,Regular Season,,Eric Gordon,,,,3.0,,,,21.0,,,,,,,,,,,,0.8,13.6,,,basketball-reference
2025-26,Regular Season,,Jamir Watkins,,,,3.0,,,,21.0,,,,,,,,,,,,0.75,9.8,,,basketball-reference
2025-26,Regular Season,,PJ Hall,,,,6.0,,,,20.0,,,,,,,,,,,,0.765,14.3,,,basketball-reference
2025-26,Regular Season,,Keshad Johnson,,,,3.0,,,,20.0,,,,,,,,,,,,0.318,24.6,,,basketball-reference
2025-26,Regular Season,,Jevon Carter,,,,2.0,,,,20.0,,,,,,,,,,,,0.75,8.4,,,basketball-reference
2025-26,Regular Season,,James Wiseman,,,,1.0,,,,20.0,,,,,,,,,,,,0.667,12.0,,,basketball-reference
2025-26,Regular Season,,Kelly Olynyk,,,,3.0,,,,19.0,,,,,,,,,,,,1.0,9.0,,,basketball-reference
2025-26,Regular Season,,Zeke Nnaji,,,,5.0,,,,18.0,,,,,,,,,,,,0.661,24.2,,,basketball-reference
2025-26,Regular Season,,Bryce McGowens,,,,4.0,,,,18.0,,,,,,,,,,,,0.521,15.9,,,basketball-reference
2025-26,Regular Season,,Johnny Juzang,,,,5.0,,,,17.0,,,,,,,,,,,,0.381,22.3,,,basketball-reference
2025-26,Regular Season,,JD Davison,,,,3.0,,,,17.0,,,,,,,,,,,,0.581,16.7,,,basketball-reference
2025-26,Regular Season,,Isaac Jones,,,,3.0,,,,17.0,,,,,,,,,,,,0.521,7.1,,,basketball-reference
2025-26,Regular Season,,Gary Harris,,,,4.0,,,,16.0,,,,,,,,,,,,0.25,13.3,,,basketball-reference
2025-26,Regular Season,,Joe Ingles,,,,4.0,,,,16.0,,,,,,,,,,,,0.0,5.3,,,basketball-reference
2025-26,Regular Season,,Jahmyl Telfort,,,,3.0,,,,16.0,,,,,,,,,,,,0.133,13.2,,,basketball-reference
2025-26,Regular Season,,N'Faly Dante,,,,4.0,,,,15.0,,,,,,,,,,,,0.338,15.3,,,basketball-reference
2025-26,Regular Season,,Hunter Tyson,,,,4.0,,,,14.0,,,,,,,,,,,,0.0,15.1,,,basketball-reference
2025-26,Regular Season,,Maxi Kleber,,,,1.0,,,,14.0,,,,,,,,,,,,0.266,5.8,,,basketball-reference
2025-26,Regular Season,,Mohamed Diawara,,,,5.0,,,,13.0,,,,,,,,,,,,0.717,18.6,,,basketball-reference
2025-26,Regular Season,,Anthony Gill,,,,5.0,,,,13.0,,,,,,,,,,,,0.922,21.7,,,basketball-reference
2025-26,Regular Season,,Jeff Green,,,,3.0,,,,13.0,,,,,,,,,,,,1.125,12.7,,,basketball-reference
2025-26,Regular Season,,Andre Jackson Jr.,,,,3.0,,,,13.0,,,,,,,,,,,,0.0,3.3,,,basketball-reference
2025-26,Regular Season,,Pacome Dadiet,,,,4.0,,,,12.0,,,,,,,,,,,,0.347,9.9,,,basketball-reference
